method,offset,target,flowdroid-trans,flowdroid-direct,flowdroid-trans#depth_from_main,flowdroid-trans#src_node_in_deg,flowdroid-trans#dest_node_out_deg,flowdroid-trans#dest_node_in_deg,flowdroid-trans#src_node_out_deg,flowdroid-trans#repeated_edges,flowdroid-trans#node_disjoint_paths_from_main,flowdroid-trans#edge_disjoint_paths_from_main,flowdroid-trans#fanout,flowdroid-trans#min_fanout,flowdroid-trans#graph_node_count,flowdroid-trans#graph_edge_count,flowdroid-trans#graph_avg_deg,flowdroid-trans#graph_avg_edge_fanout,flowdroid-direct#depth_from_main,flowdroid-direct#src_node_in_deg,flowdroid-direct#dest_node_out_deg,flowdroid-direct#dest_node_in_deg,flowdroid-direct#src_node_out_deg,flowdroid-direct#repeated_edges,flowdroid-direct#node_disjoint_paths_from_main,flowdroid-direct#edge_disjoint_paths_from_main,flowdroid-direct#fanout,flowdroid-direct#min_fanout,flowdroid-direct#graph_node_count,flowdroid-direct#graph_edge_count,flowdroid-direct#graph_avg_deg,flowdroid-direct#graph_avg_edge_fanout,wiretap
"<androidx.appcompat.widget.ResourceManagerInternal: android.graphics.drawable.Drawable getDrawable(android.content.Context,int,boolean)>",xxx,<androidx.appcompat.widget.ResourceManagerInternal: void checkVectorDrawableSetup(android.content.Context)>,1.0,1.0,10.0,2.0,4.0,1.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,2.0,4.0,1.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.facebook.react.ReactInstanceManager: void <init>(android.content.Context,android.app.Activity,com.facebook.react.modules.core.DefaultHardwareBackBtnHandler,com.facebook.react.bridge.JavaScriptExecutorFactory,com.facebook.react.bridge.JSBundleLoader,java.lang.String,java.util.List,boolean,com.facebook.react.bridge.NotThreadSafeBridgeIdleDebugListener,com.facebook.react.common.LifecycleState,com.facebook.react.uimanager.UIImplementationProvider,com.facebook.react.bridge.NativeModuleCallExceptionHandler,com.facebook.react.devsupport.RedBoxHandler,boolean,com.facebook.react.devsupport.interfaces.DevBundleDownloadListener,int,int,com.facebook.react.bridge.JSIModulePackage,java.util.Map)>",xxx,<com.facebook.common.logging.FLog: void <clinit>()>,1.0,1.0,5.0,1.0,2.0,246.0,30.0,1.0,1.0,-1.0,30.0,30.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,2.0,246.0,30.0,1.0,1.0,-1.0,30.0,30.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<okhttp3.internal.http2.Hpack$Reader: void readHeaders()>,xxx,"<okhttp3.internal.http2.Hpack$Reader: int readInt(int,int)>",1.0,1.0,10.0,1.0,1.0,2.0,16.0,1.0,1.0,-1.0,16.0,16.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,1.0,2.0,16.0,1.0,1.0,-1.0,16.0,16.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.FirebaseApp: void initializeAllApis()>,xxx,<com.google.firebase.FirebaseApp: java.lang.String getName()>,1.0,1.0,11.0,1.0,1.0,10.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,1.0,10.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore_Factory: com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore get()>,xxx,<com.google.android.datatransport.runtime.scheduling.jobscheduling.Uploader_Factory: com.google.android.datatransport.runtime.scheduling.jobscheduling.Uploader get()>,1.0,1.0,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.modules.core.ReactChoreographer: void initialize()>,xxx,<com.facebook.react.modules.core.ReactChoreographer: void <init>()>,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,6.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.ReactInstanceManager$5: void run()>,xxx,<com.facebook.react.ReactInstanceManager: void <clinit>()>,1.0,1.0,5.0,186.0,0.0,21.0,24.0,1.0,1.0,-1.0,24.0,24.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,186.0,0.0,21.0,24.0,1.0,1.0,-1.0,24.0,24.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.ReactActivityDelegate: void onCreate(android.os.Bundle)>,xxx,<com.facebook.react.ReactActivityDelegate: android.os.Bundle getLaunchOptions()>,1.0,1.0,4.0,1.0,0.0,1.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,1.0,0.0,1.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.google.firebase.components.ComponentRuntime: void doInitializeEagerComponents(java.util.Map,boolean)>",xxx,<com.google.firebase.components.Component: boolean isEagerInDefaultApp()>,1.0,1.0,13.0,1.0,0.0,1.0,493.0,1.0,1.0,-1.0,493.0,493.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,13.0,1.0,0.0,1.0,493.0,1.0,1.0,-1.0,493.0,493.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.persistence.AutoValue_EventStoreConfig$Builder: com.google.android.datatransport.runtime.scheduling.persistence.EventStoreConfig build()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.EventStoreConfig: void <clinit>()>,1.0,1.0,8.0,1.0,7.0,2.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,7.0,2.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.ReactInstanceManagerBuilder: com.facebook.react.ReactInstanceManager build()>,xxx,"<com.facebook.react.ReactInstanceManager: void <init>(android.content.Context,android.app.Activity,com.facebook.react.modules.core.DefaultHardwareBackBtnHandler,com.facebook.react.bridge.JavaScriptExecutorFactory,com.facebook.react.bridge.JSBundleLoader,java.lang.String,java.util.List,boolean,com.facebook.react.bridge.NotThreadSafeBridgeIdleDebugListener,com.facebook.react.common.LifecycleState,com.facebook.react.uimanager.UIImplementationProvider,com.facebook.react.bridge.NativeModuleCallExceptionHandler,com.facebook.react.devsupport.RedBoxHandler,boolean,com.facebook.react.devsupport.interfaces.DevBundleDownloadListener,int,int,com.facebook.react.bridge.JSIModulePackage,java.util.Map)>",1.0,1.0,4.0,1.0,30.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,1.0,30.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.PackageList: android.content.res.Resources getResources()>,xxx,<com.facebook.react.PackageList: android.app.Application getApplication()>,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.persistence.'-$$Lambda$SchemaManager$EvhGxWlmpBVfuj3rXGCdvtKejmA': void <clinit>()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.'-$$Lambda$SchemaManager$EvhGxWlmpBVfuj3rXGCdvtKejmA': void <init>()>,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.dagger.internal.InstanceFactory: com.google.android.datatransport.runtime.dagger.internal.Factory create(java.lang.Object)>,xxx,<com.google.android.datatransport.runtime.dagger.internal.InstanceFactory: void <init>(java.lang.Object)>,1.0,1.0,15.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,15.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.components.ComponentRuntime: java.lang.Object lambda$discoverComponents$0$ComponentRuntime(com.google.firebase.components.Component)>,xxx,"<com.google.firebase.components.RestrictedComponentContainer: void <init>(com.google.firebase.components.Component,com.google.firebase.components.ComponentContainer)>",1.0,1.0,9.0,1.0,429.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,1.0,429.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.installations.FirebaseInstallations: com.google.android.gms.tasks.Task getToken(boolean)>,xxx,<com.google.firebase.installations.'-$$Lambda$FirebaseInstallations$i0IwN5aIp7QK3OfW8Xr4QToHfTU': void run()>,1.0,1.0,11.0,1.0,1.0,187.0,17.0,1.0,1.0,-1.0,17.0,17.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,1.0,187.0,17.0,1.0,1.0,-1.0,17.0,17.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore: android.database.sqlite.SQLiteDatabase getDb()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.'-$$Lambda$SQLiteEventStore$0pNhga4xM-MK_qplFBb1XL4Lznc': void <clinit>()>,1.0,1.0,8.0,8.0,1.0,1.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,8.0,1.0,1.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<androidx.core.view.ViewCompat: void postOnAnimation(android.view.View,java.lang.Runnable)>",xxx,<com.google.android.gms.common.util.concurrent.zza: void run()>,1.0,1.0,6.0,15.0,686.0,186.0,689.0,1.0,1.0,-1.0,689.0,689.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,15.0,686.0,186.0,689.0,1.0,1.0,-1.0,689.0,689.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.DaggerTransportRuntimeComponent: com.google.android.datatransport.runtime.TransportRuntime getTransportRuntime()>,xxx,<com.google.android.datatransport.runtime.TransportRuntime_Factory: com.google.android.datatransport.runtime.TransportRuntime get()>,1.0,1.0,11.0,1.0,27.0,22.0,26.0,1.0,1.0,-1.0,26.0,26.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,27.0,22.0,26.0,1.0,1.0,-1.0,26.0,26.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.clubworx.production.MainApplication: void <init>()>,xxx,"<org.unimodules.adapters.react.ReactModuleRegistryProvider: void <init>(java.util.List,java.util.List)>",1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1.0,1.0,1.0,1.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<androidx.activity.OnBackPressedDispatcher: void addCallback(androidx.lifecycle.LifecycleOwner,androidx.activity.OnBackPressedCallback)>",xxx,<androidx.activity.ComponentActivity: androidx.lifecycle.Lifecycle getLifecycle()>,1.0,1.0,8.0,1.0,0.0,15.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,0.0,15.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig: com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig getDefault(com.google.android.datatransport.runtime.time.Clock)>,xxx,<com.google.android.datatransport.runtime.scheduling.jobscheduling.AutoValue_SchedulerConfig_ConfigValue$Builder: com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig$ConfigValue$Builder setMaxAllowedDelay(long)>,1.0,1.0,7.0,1.0,2.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,1.0,2.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<androidx.fragment.app.FragmentHostCallback: void <init>(android.app.Activity,android.content.Context,android.os.Handler,int)>",xxx,<androidx.fragment.app.FragmentManager: void <clinit>()>,1.0,1.0,8.0,1.0,0.0,40.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,0.0,40.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.messaging.FirebaseMessaging$AutoInit: boolean isEnabled()>,xxx,<com.google.firebase.messaging.FirebaseMessaging: void <clinit>()>,1.0,1.0,8.0,2.0,2.0,21.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,2.0,2.0,21.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.google.android.datatransport.runtime.TransportRuntime_Factory: com.google.android.datatransport.runtime.TransportRuntime_Factory create(javax.inject.Provider,javax.inject.Provider,javax.inject.Provider,javax.inject.Provider,javax.inject.Provider)>",xxx,"<com.google.android.datatransport.runtime.TransportRuntime_Factory: void <init>(javax.inject.Provider,javax.inject.Provider,javax.inject.Provider,javax.inject.Provider,javax.inject.Provider)>",1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,15.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.TransportRuntime_Factory: com.google.android.datatransport.runtime.TransportRuntime get()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.EventStoreModule_StoreConfigFactory: com.google.android.datatransport.runtime.scheduling.persistence.EventStoreConfig get()>,1.0,1.0,4.0,22.0,1.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,1.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.installations.FirebaseInstallationsRegistrar: com.google.firebase.installations.FirebaseInstallationsApi lambda$getComponents$0(com.google.firebase.components.ComponentContainer)>,xxx,<com.google.firebase.components.RestrictedComponentContainer: java.lang.Object get(java.lang.Class)>,1.0,1.0,11.0,1.0,93.0,7.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,93.0,7.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.scheduling.jobscheduling.WorkInitializer: java.lang.Object lambda$ensureContextsScheduled$0$WorkInitializer()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore: java.lang.Iterable loadActiveContexts()>,1.0,1.0,9.0,1.0,2.0,1.0,521.0,1.0,1.0,-1.0,521.0,521.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,1.0,2.0,1.0,521.0,1.0,1.0,-1.0,521.0,521.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.common.logging.FLogDefaultLoggingDelegate: com.facebook.common.logging.FLogDefaultLoggingDelegate getInstance()>,xxx,<com.facebook.common.logging.FLogDefaultLoggingDelegate: void <clinit>()>,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,1.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.messaging.FirebaseMessaging: void syncWithDelaySecondsInternal(long)>,xxx,<com.google.firebase.messaging.FirebaseMessaging: void <clinit>()>,1.0,1.0,6.0,2.0,2.0,21.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,2.0,2.0,21.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.dagger.internal.DoubleCheck: java.lang.Object get()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.EventStoreModule_SchemaVersionFactory: java.lang.Integer get()>,1.0,1.0,4.0,22.0,3.0,22.0,28.0,1.0,1.0,-1.0,28.0,28.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,3.0,22.0,28.0,1.0,1.0,-1.0,28.0,28.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<androidx.appcompat.app.AppCompatActivity: androidx.appcompat.app.AppCompatDelegate getDelegate()>,xxx,<androidx.appcompat.app.AppCompatDelegate: void <clinit>()>,1.0,1.0,4.0,13.0,3.0,15.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,13.0,3.0,15.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.facebook.react.ReactRootView: void startReactApplication(com.facebook.react.ReactInstanceManager,java.lang.String,android.os.Bundle,java.lang.String)>",xxx,<com.facebook.react.ReactInstanceManager: void createReactContextInBackground()>,1.0,1.0,8.0,1.0,5.0,2.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,5.0,2.0,5.0,1.0,1.0,-1.0,5.0,5.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.google.firebase.messaging.GmsRpc: android.os.Bundle setDefaultAttributesToBundle(java.lang.String,java.lang.String,java.lang.String,android.os.Bundle)>",xxx,<com.google.firebase.components.'-$$Lambda$ComponentDiscovery$g7eF8YtNQOk49-ub0JV5u7HvrjE': java.lang.Object get()>,1.0,1.0,10.0,1.0,1.0,14.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,1.0,14.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.scheduling.SchedulingModule_WorkSchedulerFactory: com.google.android.datatransport.runtime.scheduling.jobscheduling.WorkScheduler get()>,xxx,<com.google.android.datatransport.runtime.ExecutionModule_ExecutorFactory: java.util.concurrent.Executor get()>,1.0,1.0,4.0,22.0,1.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,1.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.backends.MetadataBackendRegistry_Factory: com.google.android.datatransport.runtime.backends.MetadataBackendRegistry get()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.SchemaManager_Factory: com.google.android.datatransport.runtime.scheduling.persistence.SchemaManager get()>,1.0,1.0,4.0,22.0,28.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,28.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<androidx.core.app.NavUtils: java.lang.String getParentActivityName(android.app.Activity)>,xxx,"<androidx.core.app.NavUtils: java.lang.String getParentActivityName(android.content.Context,android.content.ComponentName)>",1.0,1.0,6.0,2.0,8.0,3.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,2.0,8.0,3.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.PackageList: java.util.ArrayList getPackages()>,xxx,<com.th3rdwave.safeareacontext.SafeAreaContextPackage: void <init>()>,1.0,1.0,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.TransportRuntime: void initialize(android.content.Context)>,xxx,<com.google.android.datatransport.runtime.DaggerTransportRuntimeComponent$Builder: com.google.android.datatransport.runtime.DaggerTransportRuntimeComponent$Builder setApplicationContext(android.content.Context)>,1.0,1.0,10.0,2.0,1.0,1.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,2.0,1.0,1.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.facebook.react.bridge.ReactMarker: void logFabricMarker(com.facebook.react.bridge.ReactMarkerConstants,java.lang.String,int)>",xxx,<com.facebook.react.bridge.ReactMarker: void <clinit>()>,1.0,1.0,5.0,6.0,1.0,38.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,6.0,1.0,38.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.facebook.react.bridge.UiThreadUtil: void runOnUiThread(java.lang.Runnable,long)>",xxx,<org.devio.rn.splashscreen.SplashScreen$1: void run()>,1.0,1.0,6.0,1.0,13.0,187.0,688.0,1.0,1.0,-1.0,688.0,688.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,13.0,187.0,688.0,1.0,1.0,-1.0,688.0,688.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.google.firebase.platforminfo.LibraryVersionComponent: com.google.firebase.platforminfo.LibraryVersion lambda$fromContext$0(java.lang.String,com.google.firebase.platforminfo.LibraryVersionComponent$VersionExtractor,com.google.firebase.components.ComponentContainer)>",xxx,<com.google.firebase.components.RestrictedComponentContainer: java.lang.Object get(java.lang.Class)>,1.0,1.0,11.0,1.0,93.0,7.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,93.0,7.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.microsoft.codepush.react.CodePush: void <init>(java.lang.String,android.content.Context,boolean)>",xxx,<com.microsoft.codepush.react.CodePush: void <clinit>()>,1.0,1.0,6.0,1.0,0.0,14.0,17.0,1.0,1.0,-1.0,17.0,17.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,0.0,14.0,17.0,1.0,1.0,-1.0,17.0,17.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.hermes.reactexecutor.HermesExecutorFactory: void <init>()>,xxx,<com.facebook.hermes.reactexecutor.HermesExecutorFactory: void <init>(com.facebook.hermes.reactexecutor.RuntimeConfig)>,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.ReactInstanceManager$5: void run()>,xxx,<com.facebook.react.ReactInstanceManager: java.lang.Boolean access$900(com.facebook.react.ReactInstanceManager)>,1.0,1.0,5.0,186.0,0.0,1.0,24.0,1.0,1.0,-1.0,24.0,24.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,186.0,0.0,1.0,24.0,1.0,1.0,-1.0,24.0,24.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.jobscheduling.WorkInitializer: void lambda$ensureContextsScheduled$1$WorkInitializer()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore: java.lang.Object runCriticalSection(com.google.android.datatransport.runtime.synchronization.SynchronizationGuard$CriticalSection)>,1.0,1.0,6.0,1.0,10.0,4.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,10.0,4.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.installations.remote.FirebaseInstallationServiceClient: java.lang.String getFingerprintHashForPackage()>,xxx,<com.google.android.gms.common.util.Hex: void <clinit>()>,1.0,1.0,11.0,1.0,0.0,4.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,0.0,4.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.facebook.soloader.UnpackingSoSource: void regenerate(byte,com.facebook.soloader.UnpackingSoSource$DsoManifest,com.facebook.soloader.UnpackingSoSource$InputDsoIterator)>",xxx,<com.facebook.soloader.UnpackingSoSource: void deleteUnmentionedFiles(com.facebook.soloader.UnpackingSoSource$Dso[])>,1.0,1.0,8.0,1.0,11.0,1.0,22.0,1.0,1.0,-1.0,22.0,22.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,11.0,1.0,22.0,1.0,1.0,-1.0,22.0,22.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<okhttp3.Headers: okhttp3.Headers$Builder newBuilder()>,xxx,<okhttp3.Headers$Builder: void <init>()>,1.0,1.0,9.0,6.0,2.0,10.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,6.0,2.0,10.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.PackageList: android.content.Context getApplicationContext()>,xxx,<com.facebook.react.PackageList: android.app.Application getApplication()>,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
